DonationID,DonorID,DonationDate,Quantity,StaffID
18788,D13809,2024-01-26,326,S318
18789,D5064,2022-12-15,357,S49
18790,D2718,2021-11-30,317,S355
18791,D1521,2021-08-19,404,S217
18792,D19585,2021-03-04,443,S263
18793,D15847,2023-08-27,471,S346
18794,D8953,2022-07-04,301,S420
18795,D10673,2020-12-12,323,S390
18796,D19680,2022-07-13,310,S356
18797,D14924,2023-05-21,345,S41
18798,D13419,2022-06-14,475,S481
18799,D19151,2022-06-22,422,S134
18800,D3699,2023-03-02,440,S224
18801,D1780,2020-07-17,429,S175
18802,D11058,2023-10-31,324,S478
18803,D4740,2020-09-24,472,S237
18804,D2929,2023-03-10,335,S225
18805,D5302,2022-12-12,433,S46
18806,D14682,2023-07-09,360,S398
18807,D5038,2022-07-18,483,S222
18808,D10166,2020-05-14,413,S198
18809,D16052,2020-10-01,484,S164
18810,D7964,2024-08-20,418,S48
18811,D490,2024-10-16,324,S478
18812,D12167,2024-09-04,393,S70
18813,D4458,2024-02-04,478,S467
18814,D11703,2024-02-10,358,S449
18815,D15222,2024-01-19,491,S424
18816,D8223,2021-11-30,442,S207
18817,D6176,2021-07-30,320,S175
18818,D5357,2024-05-31,483,S419
18819,D19184,2020-09-09,357,S447
18820,D10171,2021-04-08,413,S396
18821,D10604,2024-12-04,381,S208
18822,D17054,2022-01-07,370,S173
18823,D18753,2022-11-23,374,S162
18824,D14079,2024-04-29,445,S300
18825,D18907,2022-05-25,348,S388
18826,D15078,2023-10-22,335,S192
18827,D11713,2023-03-23,360,S168
18828,D4727,2024-11-06,367,S167
18829,D7157,2023-06-22,308,S145
18830,D11527,2021-12-21,380,S349
18831,D13300,2023-06-08,446,S283
18832,D16755,2023-06-14,376,S204
18833,D1614,2022-03-07,436,S494
18834,D8655,2023-06-21,375,S39
18835,D19421,2024-05-11,311,S150
18836,D52,2021-05-30,339,S376
18837,D3164,2022-09-14,320,S22
18838,D19485,2022-08-01,498,S351
18839,D10949,2022-09-25,433,S239
18840,D17343,2024-05-08,333,S462
18841,D8694,2020-03-03,480,S449
18842,D2703,2022-09-19,350,S311
18843,D12646,2022-11-07,445,S26
18844,D12276,2020-02-09,319,S350
18845,D15161,2024-06-12,307,S110
18846,D1619,2022-11-05,413,S494
18847,D13688,2023-06-30,336,S456
18848,D17917,2023-02-09,482,S353
18849,D4107,2023-03-01,451,S415
18850,D12780,2021-02-25,418,S273
18851,D15638,2024-09-07,392,S62
18852,D8344,2022-10-20,369,S318
18853,D15233,2020-04-14,490,S336
18854,D11230,2024-09-15,468,S314
18855,D11792,2022-05-20,435,S424
18856,D15705,2022-09-09,331,S53
18857,D8455,2020-10-20,375,S439
18858,D7064,2023-12-19,311,S433
18859,D7706,2024-10-26,454,S476
18860,D278,2022-08-25,399,S436
18861,D3372,2024-07-14,434,S13
18862,D842,2023-06-28,378,S410
18863,D8934,2023-03-24,479,S104
18864,D15023,2020-12-26,482,S294
18865,D6650,2024-12-29,465,S500
18866,D1190,2021-09-13,388,S13
18867,D8046,2023-10-16,443,S358
18868,D1760,2024-05-27,497,S479
18869,D16512,2022-08-13,470,S199
18870,D17471,2020-02-21,456,S40
18871,D2534,2021-12-11,379,S273
18872,D2269,2022-09-14,455,S288
18873,D2921,2022-12-09,389,S90
18874,D13313,2021-11-30,423,S381
18875,D10790,2024-07-13,375,S442
18876,D9347,2023-07-16,340,S323
18877,D2799,2023-03-20,424,S60
18878,D9295,2021-10-22,317,S210
18879,D18345,2024-06-03,337,S118
18880,D13004,2022-07-07,400,S224
18881,D14204,2023-03-12,369,S453
18882,D18453,2021-08-05,347,S287
18883,D6797,2021-04-10,453,S29
18884,D11567,2024-09-09,464,S319
18885,D2463,2022-05-20,444,S436
18886,D10996,2020-03-07,457,S239
18887,D364,2020-11-19,410,S345
18888,D10717,2023-02-15,408,S415
18889,D17120,2022-05-06,450,S320
18890,D16877,2020-06-25,374,S297
18891,D15458,2023-08-12,455,S250
18892,D7096,2020-09-30,363,S379
18893,D534,2021-05-22,457,S264
18894,D13127,2022-04-21,453,S62
18895,D18081,2022-02-22,350,S477
18896,D4764,2023-09-21,497,S219
18897,D10642,2022-01-26,446,S264
18898,D7604,2024-08-17,438,S364
18899,D897,2022-10-25,398,S386
18900,D5484,2023-01-16,405,S159
18901,D2823,2021-08-26,336,S54
18902,D11787,2020-03-28,369,S85
18903,D3502,2024-10-14,353,S57
18904,D14153,2022-07-26,383,S104
18905,D8576,2023-05-28,435,S223
18906,D17943,2024-03-22,407,S277
18907,D14088,2020-03-12,318,S184
18908,D19458,2022-11-07,441,S86
18909,D12415,2021-08-21,395,S371
18910,D14969,2023-02-09,332,S65
18911,D2145,2020-03-05,494,S81
18912,D7301,2022-06-20,316,S380
18913,D10597,2022-08-08,453,S464
18914,D15215,2024-08-17,440,S372
18915,D9298,2021-02-12,379,S385
18916,D17075,2023-08-20,435,S490
18917,D13211,2020-09-26,311,S445
18918,D6986,2023-12-13,333,S364
18919,D7546,2021-02-19,443,S470
18920,D16818,2024-12-25,313,S290
18921,D5527,2024-01-01,360,S283
18922,D13785,2024-08-07,473,S385
18923,D5622,2021-10-19,384,S55
18924,D11524,2022-11-22,337,S436
18925,D10335,2021-06-11,492,S403
18926,D11299,2021-05-09,325,S483
18927,D14123,2021-06-15,408,S3
18928,D5851,2023-02-03,406,S380
18929,D7159,2023-10-14,384,S220
18930,D17435,2020-03-02,331,S173
18931,D12170,2021-02-12,350,S329
18932,D16414,2024-06-03,333,S128
18933,D3915,2022-06-10,349,S58
18934,D15058,2021-03-11,302,S403
18935,D15989,2022-12-24,318,S70
18936,D9300,2023-04-17,325,S235
18937,D15429,2021-01-12,361,S287
18938,D17819,2023-01-11,352,S167
18939,D7060,2023-03-04,443,S46
18940,D6521,2021-05-25,363,S473
18941,D10734,2021-03-09,388,S133
18942,D157,2020-05-07,439,S33
18943,D15167,2021-01-18,472,S317
18944,D10147,2024-12-22,423,S400
18945,D4513,2024-07-06,433,S162
18946,D13672,2023-03-08,339,S240
18947,D19886,2022-01-06,428,S78
18948,D11709,2024-12-23,410,S482
18949,D11043,2021-01-17,374,S499
18950,D16672,2022-09-27,308,S108
18951,D7848,2021-12-27,395,S294
18952,D243,2024-12-27,314,S344
18953,D10052,2020-05-22,478,S358
18954,D7093,2020-02-24,431,S5
18955,D11798,2021-06-18,426,S28
18956,D15770,2020-11-20,431,S148
18957,D4533,2020-09-29,330,S214
18958,D14459,2020-04-08,450,S189
18959,D14637,2022-07-11,419,S96
18960,D12370,2020-08-31,434,S99
18961,D11752,2022-08-29,430,S114
18962,D13450,2022-04-05,398,S275
18963,D16867,2020-03-18,300,S19
18964,D7848,2020-10-24,378,S86
18965,D17103,2022-07-10,402,S77
18966,D17586,2020-06-12,352,S42
18967,D565,2021-04-07,453,S101
18968,D15897,2020-09-11,319,S211
18969,D9538,2024-06-07,432,S347
18970,D18263,2023-01-15,337,S313
18971,D10925,2022-10-28,370,S232
18972,D14785,2021-07-16,316,S419
18973,D897,2024-04-15,428,S465
18974,D10049,2021-08-03,348,S127
18975,D3015,2020-07-09,394,S162
18976,D6030,2020-03-31,335,S234
18977,D2725,2022-01-21,474,S186
18978,D10074,2024-12-18,400,S402
18979,D12381,2023-12-12,422,S469
18980,D3645,2024-07-06,322,S8
18981,D16536,2023-01-20,302,S391
18982,D3391,2024-12-20,357,S351
18983,D976,2022-07-17,415,S268
18984,D7689,2023-03-24,441,S7
18985,D17181,2021-05-29,326,S127
18986,D3946,2022-09-10,461,S296
18987,D14235,2022-09-11,352,S489
18988,D234,2021-01-21,303,S491
18989,D2745,2023-06-13,488,S126
18990,D13575,2023-05-21,407,S153
18991,D7910,2021-09-07,336,S462
18992,D7837,2022-12-08,473,S221
18993,D13924,2023-09-04,357,S284
18994,D1982,2022-12-17,460,S49
18995,D11502,2022-03-08,474,S19
18996,D17240,2024-03-17,406,S456
18997,D2717,2023-02-05,378,S18
18998,D13824,2023-02-22,342,S269
18999,D16305,2022-02-25,355,S267
19000,D14805,2021-09-04,382,S493
19001,D3560,2021-11-25,359,S185
19002,D2917,2022-12-22,489,S482
19003,D16632,2023-10-20,313,S124
19004,D11389,2021-07-14,406,S210
19005,D7789,2023-06-23,408,S327
19006,D3607,2022-11-01,333,S441
19007,D8789,2024-11-17,462,S401
19008,D659,2024-12-12,343,S250
19009,D17155,2021-01-01,351,S177
19010,D7907,2022-10-23,469,S6
19011,D11227,2022-08-27,454,S395
19012,D547,2021-05-12,490,S290
19013,D8842,2022-02-15,428,S464
19014,D7164,2023-01-28,444,S486
19015,D6988,2023-03-08,361,S256
19016,D16120,2020-03-15,481,S353
19017,D10314,2023-01-30,416,S440
19018,D19213,2023-08-30,302,S107
19019,D10544,2022-03-20,363,S459
19020,D19668,2020-11-15,354,S6
19021,D19563,2024-05-02,362,S145
19022,D7124,2024-10-09,381,S455
19023,D16923,2024-06-20,410,S317
19024,D3504,2021-12-17,365,S99
19025,D13142,2021-10-14,355,S111
19026,D3511,2020-04-19,402,S181
19027,D12820,2024-09-19,451,S406
19028,D4744,2023-11-28,474,S126
19029,D5819,2021-04-29,438,S222
19030,D6060,2021-10-26,397,S25
19031,D11590,2023-07-07,399,S76
19032,D17792,2024-10-01,344,S67
19033,D12579,2024-05-01,320,S432
19034,D2214,2021-01-25,347,S164
19035,D8876,2023-03-15,302,S22
19036,D11735,2021-02-08,364,S181
19037,D6887,2022-06-18,376,S442
19038,D6108,2022-10-02,403,S430
19039,D10932,2020-04-03,446,S186
19040,D17230,2023-02-11,466,S264
19041,D4360,2022-05-23,358,S479
19042,D19900,2023-11-28,390,S318
19043,D10881,2023-07-28,440,S13
19044,D794,2023-02-02,343,S389
19045,D10659,2022-02-13,382,S235
19046,D6969,2020-07-24,440,S168
19047,D18955,2022-10-12,371,S475
19048,D9624,2021-06-19,389,S265
19049,D10720,2023-01-25,345,S95
19050,D4638,2023-01-30,376,S273
19051,D14833,2023-01-20,428,S278
19052,D9733,2024-08-31,301,S25
19053,D2606,2024-07-17,388,S75
19054,D6386,2022-04-30,435,S167
19055,D12313,2022-05-13,459,S26
19056,D220,2021-10-14,481,S53
19057,D958,2021-04-05,484,S417
19058,D13186,2024-05-01,361,S297
19059,D7810,2020-11-15,396,S437
19060,D13712,2021-03-04,416,S279
19061,D19856,2020-11-03,441,S226
19062,D6019,2023-03-27,414,S8
19063,D994,2023-05-24,441,S53
19064,D466,2024-08-01,489,S197
19065,D19097,2020-12-23,301,S307
19066,D774,2020-02-26,314,S187
19067,D6080,2021-12-05,304,S263
19068,D17636,2021-03-30,463,S166
19069,D16032,2022-06-19,309,S494
19070,D12228,2020-05-27,499,S180
19071,D11363,2021-02-10,326,S454
19072,D6422,2022-08-26,347,S360
19073,D5843,2022-01-19,415,S123
19074,D1024,2022-02-25,409,S358
19075,D12187,2023-11-29,497,S201
19076,D8187,2022-09-04,480,S281
19077,D16573,2024-09-25,313,S453
19078,D4151,2021-12-05,420,S120
19079,D15132,2022-07-14,434,S94
19080,D15714,2021-11-15,497,S452
19081,D15773,2023-11-08,433,S49
19082,D7161,2023-05-06,423,S293
19083,D16286,2022-08-19,330,S8
19084,D5051,2024-01-04,391,S426
19085,D1376,2022-07-30,395,S476
19086,D8993,2023-02-25,333,S61
19087,D15874,2024-09-04,394,S174
19088,D6845,2020-04-04,375,S39
19089,D18663,2020-08-05,461,S1
19090,D18747,2020-12-05,424,S232
19091,D6782,2023-12-17,469,S269
19092,D16258,2024-01-16,330,S133
19093,D11618,2023-09-12,438,S324
19094,D19165,2022-11-22,437,S232
19095,D16888,2022-09-02,358,S354
19096,D7263,2022-02-22,455,S24
19097,D13634,2021-11-07,434,S449
19098,D2212,2023-02-01,443,S195
19099,D18663,2021-12-06,440,S476
19100,D18260,2024-11-04,355,S286
19101,D2215,2024-09-03,316,S386
19102,D18198,2022-02-18,491,S289
19103,D13356,2020-04-30,337,S226
19104,D18471,2020-08-08,335,S74
19105,D2722,2024-06-14,405,S202
19106,D19274,2022-09-14,347,S194
19107,D3,2021-07-11,471,S402
19108,D1038,2022-02-06,486,S331
19109,D6254,2023-09-19,313,S416
19110,D1076,2021-10-28,389,S171
19111,D6131,2021-08-08,328,S327
19112,D17977,2021-09-12,460,S296
19113,D13950,2022-07-07,355,S241
19114,D12471,2023-02-15,318,S347
19115,D1235,2020-10-19,408,S30
19116,D17754,2020-02-25,319,S149
19117,D4220,2024-09-17,300,S393
19118,D7593,2024-09-03,398,S468
19119,D10549,2023-03-01,387,S357
19120,D11755,2020-02-15,331,S88
19121,D7767,2023-12-10,463,S3
19122,D963,2021-04-27,417,S199
19123,D18534,2020-04-09,412,S388
19124,D9848,2020-03-20,311,S365
19125,D5108,2024-05-18,313,S144
19126,D16433,2023-07-31,429,S210
19127,D14429,2021-08-06,440,S49
19128,D10450,2020-01-03,473,S49
19129,D10261,2022-12-17,458,S312
19130,D9985,2020-12-23,324,S95
19131,D2108,2024-03-22,500,S353
19132,D16837,2020-09-06,358,S30
19133,D17315,2024-05-06,331,S229
19134,D18848,2021-01-06,463,S433
19135,D2315,2022-09-27,318,S280
19136,D82,2022-09-11,447,S111
19137,D2210,2023-11-07,412,S401
19138,D855,2021-12-27,306,S36
19139,D17420,2024-06-13,334,S222
19140,D12037,2022-06-28,382,S495
19141,D14322,2020-08-09,340,S11
19142,D11488,2023-07-08,366,S473
19143,D16715,2022-05-27,432,S84
19144,D19148,2024-10-25,476,S139
19145,D9228,2020-12-30,405,S265
19146,D11678,2024-09-02,321,S319
19147,D8908,2024-02-19,341,S284
19148,D18044,2021-09-19,322,S403
19149,D1168,2022-02-04,406,S360
19150,D486,2022-10-27,315,S370
19151,D8927,2020-01-28,474,S386
19152,D1987,2023-11-04,457,S260
19153,D11397,2021-05-06,313,S448
19154,D1453,2024-07-02,308,S310
19155,D4227,2023-01-14,392,S375
19156,D18622,2020-12-13,383,S57
19157,D8169,2022-12-12,389,S224
19158,D7362,2021-10-30,397,S79
19159,D11164,2022-04-17,308,S368
19160,D3935,2021-01-18,337,S277
19161,D5611,2023-09-27,414,S454
19162,D14183,2023-10-14,317,S455
19163,D15215,2020-12-14,468,S255
19164,D14994,2020-08-06,399,S210
19165,D5068,2023-10-20,476,S280
19166,D19065,2020-12-18,334,S274
19167,D5149,2021-06-09,366,S97
19168,D9419,2020-04-28,315,S263
19169,D17286,2021-04-10,303,S412
19170,D15818,2021-12-14,321,S104
19171,D12470,2024-06-01,473,S71
19172,D20000,2021-12-12,419,S493
19173,D15773,2023-07-09,396,S79
19174,D3862,2022-04-23,403,S246
19175,D10310,2020-07-20,302,S137
19176,D11742,2021-12-20,473,S312
19177,D19,2022-10-15,351,S54
19178,D15129,2020-07-18,464,S119
19179,D10209,2022-12-15,478,S200
19180,D15810,2024-09-06,380,S334
19181,D18994,2023-06-14,306,S385
19182,D16696,2021-12-13,339,S187
19183,D3590,2020-09-22,428,S246
19184,D14473,2022-06-25,493,S407
19185,D754,2024-12-09,415,S373
19186,D9466,2023-09-16,471,S430
19187,D1100,2021-03-30,364,S418
19188,D1878,2020-02-12,421,S336
19189,D216,2021-11-24,381,S109
19190,D13110,2022-07-14,382,S388
19191,D9473,2022-07-30,476,S295
19192,D4331,2020-10-28,475,S19
19193,D4876,2021-11-06,439,S48
19194,D3182,2023-12-19,340,S140
19195,D17750,2022-01-19,397,S79
19196,D18767,2024-09-20,399,S335
19197,D3026,2023-05-12,408,S210
19198,D62,2022-08-13,307,S90
19199,D7592,2024-02-23,373,S130
19200,D6852,2023-02-04,465,S424
19201,D7690,2021-11-08,355,S215
19202,D15421,2022-10-12,445,S411
19203,D15688,2022-11-07,312,S303
19204,D9172,2022-06-18,471,S477
19205,D17263,2021-06-07,454,S333
19206,D6159,2021-07-09,499,S104
19207,D6787,2021-01-06,385,S271
19208,D3220,2020-08-20,339,S472
19209,D10897,2024-01-30,448,S216
19210,D5642,2023-06-25,479,S78
19211,D10093,2023-12-12,476,S7
19212,D43,2024-09-22,481,S297
19213,D1110,2021-09-20,433,S410
19214,D9734,2021-05-29,392,S18
19215,D11346,2023-06-28,424,S64
19216,D9958,2024-10-19,410,S387
19217,D2111,2022-05-29,302,S12
19218,D10692,2024-04-30,442,S311
19219,D10238,2024-06-27,317,S14
19220,D7819,2020-12-10,349,S362
19221,D14678,2024-07-18,383,S78
19222,D4045,2024-01-24,406,S234
19223,D10600,2022-05-29,334,S492
19224,D16290,2023-01-14,399,S204
19225,D50,2020-01-02,406,S116
19226,D19764,2024-04-30,332,S227
19227,D7593,2024-04-30,367,S107
19228,D15996,2021-02-20,490,S253
19229,D9690,2024-10-02,471,S239
19230,D11219,2023-07-21,416,S288
19231,D10914,2021-01-06,314,S231
19232,D19331,2022-05-12,492,S399
19233,D9653,2020-06-28,331,S67
19234,D6613,2022-04-21,379,S460
19235,D7157,2020-08-02,426,S43
19236,D10121,2023-09-17,377,S219
19237,D10538,2020-02-23,430,S238
19238,D13876,2020-12-27,415,S333
19239,D3532,2020-01-14,362,S466
19240,D15567,2022-10-14,312,S446
19241,D7200,2022-06-25,414,S310
19242,D14867,2021-12-13,455,S313
19243,D892,2024-07-06,314,S166
19244,D3775,2022-08-04,306,S99
19245,D14199,2022-08-06,360,S326
19246,D181,2022-06-28,439,S194
19247,D6009,2020-12-17,406,S278
19248,D12301,2024-06-30,378,S168
19249,D14137,2022-03-28,474,S103
19250,D17620,2024-12-30,309,S314
19251,D583,2024-04-30,456,S125
19252,D7930,2023-09-19,326,S309
19253,D10076,2023-03-02,492,S15
19254,D6797,2024-10-09,359,S330
19255,D1439,2022-10-03,391,S133
19256,D10399,2021-11-26,340,S49
19257,D11275,2021-07-31,353,S426
19258,D7478,2023-12-22,394,S63
19259,D6540,2024-05-27,477,S357
19260,D16373,2024-06-21,334,S272
19261,D18139,2022-09-13,472,S123
19262,D5463,2020-12-06,311,S397
19263,D1256,2022-04-05,493,S468
19264,D17494,2020-03-26,413,S290
19265,D6114,2021-07-11,478,S417
19266,D12511,2024-01-08,459,S310
19267,D15782,2020-01-19,321,S45
19268,D15578,2022-02-27,398,S171
19269,D5756,2021-01-24,373,S268
19270,D8291,2021-06-30,386,S186
19271,D4296,2023-07-15,346,S63
19272,D16991,2022-07-21,444,S147
19273,D11397,2024-04-06,360,S195
19274,D4053,2021-11-21,310,S402
19275,D16772,2022-12-08,449,S255
19276,D4242,2022-10-13,460,S358
19277,D1386,2022-04-24,335,S22
19278,D2582,2024-10-28,492,S423
19279,D14161,2022-07-06,497,S443
19280,D7573,2020-06-19,419,S340
19281,D7230,2024-11-08,367,S132
19282,D1938,2022-06-25,407,S428
19283,D792,2022-10-13,410,S435
19284,D16589,2024-02-24,317,S423
19285,D18398,2023-08-19,435,S451
19286,D16838,2024-11-09,487,S120
19287,D14402,2023-02-15,394,S211
19288,D4606,2021-10-11,412,S141
19289,D6590,2021-06-16,444,S245
19290,D15596,2023-01-14,382,S244
19291,D19701,2021-12-13,373,S78
19292,D11143,2023-01-21,480,S447
19293,D1854,2021-03-12,493,S254
19294,D15936,2020-11-22,409,S365
19295,D7579,2020-04-23,336,S58
19296,D16462,2023-06-04,323,S244
19297,D5443,2023-12-03,369,S61
19298,D19295,2024-01-26,404,S378
19299,D14471,2022-11-01,321,S395
19300,D11019,2023-05-04,417,S210
19301,D11734,2021-06-08,301,S309
19302,D2187,2023-11-10,412,S50
19303,D7472,2024-05-26,436,S82
19304,D6678,2020-09-21,471,S245
19305,D14123,2020-01-17,416,S288
19306,D13908,2023-02-13,444,S50
19307,D5887,2022-07-26,380,S82
19308,D187,2024-01-10,395,S169
19309,D2335,2024-01-10,454,S294
19310,D655,2023-12-19,354,S168
19311,D11232,2022-01-30,353,S477
19312,D15340,2020-08-21,427,S53
19313,D5250,2022-10-16,393,S16
19314,D4966,2023-01-06,409,S203
19315,D8821,2023-07-01,463,S492
19316,D1688,2022-08-29,352,S188
19317,D3870,2023-08-15,446,S289
19318,D17556,2023-11-29,391,S276
19319,D15792,2021-12-12,414,S12
19320,D2673,2024-10-02,333,S70
19321,D13057,2024-05-23,327,S430
19322,D19464,2024-03-27,483,S231
19323,D19707,2023-12-04,467,S187
19324,D13170,2021-04-17,407,S231
19325,D7215,2022-07-20,453,S482
19326,D468,2023-07-05,366,S7
19327,D14615,2022-04-06,417,S400
19328,D1410,2021-12-10,400,S208
19329,D2892,2023-06-06,336,S295
19330,D2941,2024-08-27,395,S83
19331,D11233,2021-01-11,483,S436
19332,D10382,2022-03-19,480,S50
19333,D2527,2020-02-07,417,S365
19334,D2026,2020-07-27,499,S291
19335,D14519,2020-07-30,413,S493
19336,D11377,2020-05-20,325,S176
19337,D1530,2023-02-04,475,S42
19338,D13805,2020-02-08,369,S209
19339,D6514,2022-11-02,302,S335
19340,D2389,2023-06-21,471,S451
19341,D2789,2023-05-15,311,S83
19342,D24,2024-12-27,399,S315
19343,D10906,2020-09-27,321,S123
19344,D14115,2021-02-23,318,S149
19345,D678,2021-07-07,308,S89
19346,D6446,2020-04-19,394,S106
19347,D13000,2021-07-26,429,S406
19348,D7393,2022-11-29,446,S151
19349,D3866,2023-07-01,303,S139
19350,D5233,2023-02-12,331,S112
19351,D4494,2023-01-27,408,S199
19352,D10762,2023-11-20,370,S131
19353,D17755,2021-03-26,419,S265
19354,D19930,2022-07-14,500,S105
19355,D18854,2024-10-10,340,S145
19356,D2892,2022-03-07,445,S419
19357,D14637,2021-03-27,335,S361
19358,D2077,2024-08-20,351,S284
19359,D1514,2024-02-28,475,S17
19360,D12902,2023-07-04,490,S125
19361,D11412,2021-04-29,413,S481
19362,D7996,2024-06-15,347,S348
19363,D5897,2020-07-21,444,S255
19364,D12253,2022-03-18,380,S188
19365,D10106,2023-06-02,412,S138
19366,D2253,2024-03-22,364,S374
19367,D7299,2020-05-04,346,S86
19368,D13380,2021-08-30,370,S44
19369,D8282,2022-08-24,332,S357
19370,D12942,2024-12-31,370,S183
19371,D12312,2023-05-14,489,S469
19372,D18169,2023-05-21,457,S191
19373,D2982,2024-10-03,468,S467
19374,D19522,2024-10-09,477,S235
19375,D11291,2021-01-23,301,S277
19376,D13094,2024-10-21,423,S356
19377,D15101,2024-03-04,398,S150
19378,D13754,2023-11-05,302,S11
19379,D18094,2022-08-24,317,S185
19380,D2650,2022-05-26,316,S290
19381,D6038,2021-12-31,440,S109
19382,D13944,2023-11-19,463,S274
19383,D6685,2020-12-19,474,S411
19384,D16830,2020-01-08,378,S324
19385,D19518,2021-10-07,357,S394
19386,D13601,2022-09-21,336,S140
19387,D5485,2020-04-14,415,S460
19388,D6437,2022-01-22,336,S78
19389,D15757,2020-02-20,454,S258
19390,D14572,2024-01-12,391,S6
19391,D12890,2022-02-24,335,S198
19392,D18087,2021-06-19,460,S395
19393,D2299,2024-10-01,441,S201
19394,D16938,2020-02-25,316,S382
19395,D15486,2020-05-11,462,S269
19396,D14045,2024-12-30,360,S30
19397,D6637,2022-08-18,383,S96
19398,D18483,2020-07-28,496,S102
19399,D19766,2021-07-17,328,S392
19400,D17747,2022-07-29,435,S125
19401,D94,2024-06-27,360,S355
19402,D17567,2022-04-14,456,S361
19403,D4879,2021-02-10,457,S296
19404,D8889,2024-04-20,497,S426
19405,D9419,2023-04-12,386,S264
19406,D13159,2023-07-26,346,S8
19407,D19606,2022-10-16,469,S72
19408,D14874,2024-05-13,437,S106
19409,D7278,2023-03-07,385,S394
19410,D5109,2020-06-03,486,S407
19411,D3552,2021-10-16,343,S291
19412,D8415,2024-10-20,489,S190
19413,D14004,2022-02-28,436,S101
19414,D16462,2021-11-08,459,S452
19415,D6014,2021-06-14,300,S146
19416,D13578,2021-09-24,319,S183
19417,D16306,2023-07-04,320,S364
19418,D14537,2024-11-11,473,S170
19419,D17311,2021-03-28,364,S473
19420,D19930,2021-04-15,405,S404
19421,D13977,2020-09-24,418,S21
19422,D14656,2020-08-25,328,S251
19423,D3654,2020-11-21,481,S227
19424,D18425,2020-06-15,480,S500
19425,D13774,2021-06-16,450,S344
19426,D13910,2023-01-01,322,S270
19427,D17559,2021-11-01,417,S480
19428,D6414,2020-10-26,419,S354
19429,D7315,2023-05-18,424,S447
19430,D16742,2022-09-29,342,S490
19431,D2995,2021-02-11,397,S215
19432,D3329,2022-07-18,433,S401
19433,D16788,2023-03-19,421,S153
19434,D3834,2023-04-01,356,S487
19435,D1590,2021-08-12,412,S452
19436,D2529,2022-07-18,368,S44
19437,D8292,2022-04-09,439,S498
19438,D5624,2021-06-10,411,S81
19439,D16025,2022-10-05,351,S329
19440,D2846,2021-03-30,406,S54
19441,D1942,2020-09-30,483,S298
19442,D2868,2023-03-12,353,S454
19443,D2816,2021-03-04,419,S149
19444,D4212,2021-02-18,488,S357
19445,D6158,2020-09-30,367,S223
19446,D1574,2023-07-29,340,S457
19447,D15922,2024-08-26,442,S73
19448,D5409,2021-06-12,347,S131
19449,D17213,2024-02-19,391,S1
19450,D1878,2020-03-04,340,S198
19451,D10276,2020-10-12,363,S498
19452,D6410,2023-01-17,499,S9
19453,D7365,2024-11-02,445,S122
19454,D15560,2023-10-02,408,S319
19455,D11240,2020-03-05,486,S279
19456,D3147,2024-06-14,318,S244
19457,D4190,2022-01-21,313,S34
19458,D19146,2022-12-21,353,S234
19459,D9014,2024-11-18,495,S469
19460,D12775,2020-06-21,347,S317
19461,D19165,2023-06-08,467,S128
19462,D2529,2023-08-02,302,S242
19463,D10245,2020-05-05,393,S226
19464,D2840,2020-11-15,306,S79
19465,D10600,2024-07-17,354,S21
19466,D6371,2020-10-09,309,S119
19467,D18842,2021-04-15,456,S191
19468,D3083,2021-10-19,344,S273
19469,D10473,2024-02-21,339,S26
19470,D9023,2020-08-07,355,S346
19471,D17862,2021-02-09,379,S466
19472,D3052,2022-06-29,409,S289
19473,D13601,2023-01-07,383,S242
19474,D2819,2020-01-20,404,S478
19475,D6520,2020-06-13,402,S393
19476,D749,2024-12-08,317,S245
19477,D3385,2023-09-14,368,S467
19478,D12821,2024-07-30,425,S347
19479,D14141,2023-10-17,305,S307
19480,D7574,2024-02-11,312,S256
19481,D7895,2023-12-17,391,S104
19482,D10742,2020-06-20,306,S352
19483,D19166,2023-09-20,340,S105
19484,D18372,2023-01-30,464,S235
19485,D1762,2022-07-07,473,S484
19486,D19441,2022-03-09,315,S199
19487,D14636,2021-12-09,414,S269
19488,D8343,2022-01-15,317,S256
19489,D4057,2023-02-22,451,S370
19490,D18863,2023-08-15,372,S251
19491,D13204,2021-06-07,303,S127
19492,D15933,2020-04-08,372,S428
19493,D5397,2023-06-16,353,S367
19494,D7938,2021-09-09,404,S291
19495,D16234,2020-03-19,494,S129
19496,D15004,2022-12-03,303,S374
19497,D14808,2021-04-01,465,S456
19498,D16213,2020-04-29,451,S156
19499,D6254,2024-02-05,306,S399
19500,D12887,2023-12-28,435,S212
19501,D731,2020-01-15,481,S47
19502,D17452,2022-12-09,309,S223
19503,D7762,2022-05-18,386,S75
19504,D6995,2023-03-07,427,S150
19505,D11750,2021-03-18,400,S386
19506,D7400,2020-03-01,464,S317
19507,D18401,2021-06-03,485,S226
19508,D11274,2020-11-23,488,S272
19509,D12173,2020-09-29,495,S145
19510,D15328,2024-03-12,474,S406
19511,D12805,2023-06-15,357,S6
19512,D12496,2024-11-20,375,S315
19513,D4866,2021-06-13,421,S67
19514,D1617,2024-04-15,387,S131
19515,D19308,2021-10-24,340,S251
19516,D11620,2024-11-18,436,S271
19517,D2927,2022-09-26,333,S20
19518,D10940,2024-09-29,351,S202
19519,D19998,2024-11-19,351,S457
19520,D15543,2024-09-22,349,S163
19521,D317,2020-12-15,495,S53
19522,D2080,2024-09-14,386,S45
19523,D19521,2020-12-10,423,S62
19524,D5906,2024-08-21,383,S449
